Light_on	お願いしてもいいですか、明るくしていただけますか。
TV_off	テレビを停止していただくようお願いします。
Light_on	電気をつけてよ。
Light_off	部屋の照明を消してください。
Air_on	エアコンを稼働して快適になるようにして。
Another	おやすみなさい、また明日ね。
TV_on	テレビを操作して、画面を表示してください。
TV_on	テレビを点けてください。
Light_on	明るくして。
Light_on	部屋を明るくして。
Another	ニュースを教えてください。
Air_on	エアコンをオンにするようにしてください。
Another	交通情報を教えて。
TV_off	テレビを切ってください。
TV_on	テレビの電源を入れて。
Air_on	エアコンを作動してください。
TV_off	映像を停止して、画面を暗くしてください。
TV_on	テレビの電源をONにして、チャンネルを変えてください。
Another	オフィスの温度を下げて。
Another	来週の天気はどうですか？
TV_off	テレビの電源を切ってください。
Another	アイスクリームの作り方を教えて。
TV_off	テレビを消すようにお願いします。
Light_on	部屋、明るくして。
Air_on	エアコンを稼働させることはできますか。
Another	ニュースを教えて。
Light_on	電気を点けましょう。
TV_off	画面の明るさを下げてください。
Air_on	エアコンを起動させるようにしてください。
Air_on	エアコンを動かしていただけますか。
TV_off	テレビの電源を切るようにお願いします。
TV_off	画面を暗くしてください。
Air_off	エアコンの運転を止めてください。
TV_on	テレビを起こしてください。
Air_on	エアコンを点けてください。
Air_off	エアコンを停止してください。
Light_off	電気を止めて。
Air_off	エアコンのスイッチを切ってください。
Light_off	電気を消して。
Another	スマホの使い方を教えてください。
Air_off	エアコンをオフにしてください。
Another	おすすめのレストランを教えてください。
Light_on	電気をつけといて。
TV_off	電源を切ってください。
Another	タイマーをセットして。
Another	毎日の運動の目標を設定してください。
Another	今日の予定は何ですか？
Light_on	電気をつけるときはどうすればいいですか。
Another	タイマーをセットして。
TV_off	映像を止めてください。
Light_on	電気を点灯させてください。
Light_on	部屋を明るくさせて。
Light_off	部屋の電源を切ってください。
Another	この曲は何という曲ですか？
Air_on	エアコンを点けるようにしてください。
Light_off	部屋の電源を切ってください。
Air_on	エアコンをつけて。
TV_off	映像をストップしてください。
TV_off	テレビを終了させて、電源をオフにしてください。
Light_off	電気をシャットダウンして。
TV_off	テレビを停止して、電源を切ってください。
Another	スマートフォンの充電量を教えて。
Light_off	電気を落として。
Another	人生相談に乗ってほしいです。
Air_on	エアコンを動かしてください。
Another	ニュースを教えて。
TV_on	テレビを操作して、画面を表示してください。
Another	ニュースを教えて。
TV_off	映像をストップし、画面をオフにしてください。
Another	ありがとう、またね。
Light_off	電気を停止して。
Air_on	エアコンを操作して涼しくする。
Light_on	電気をつけなさい。
Air_on	エアコンを冷やすためにつけて。
Another	趣味は何ですか？
TV_on	リモコンでテレビをつけて。
Light_off	部屋の電気を切ってください。
Light_off	電気を停めて。
Another	この曲のタイトルは何？
Light_on	電気をつけておいて。
Light_on	電気を点けましょう。
Another	ダイエットにおすすめの食材を教えてください。
Air_on	エアコンを起動して。
Light_on	電気をつけてくれない？
Another	電車の運行情報をお知らせください。
Air_on	エアコンを起動して。
Another	この場所の住所を教えて。
Light_off	部屋の明かりを消してください。
Another	人生相談に乗ってほしいです。
Air_on	エアコンを作動してください。
TV_on	テレビを点けて。
Another	最近の映画でおすすめはありますか？
TV_off	映像を消してください。
Air_off	暖房を止めてください。
TV_off	画面を消してください。
TV_off	テレビを停止していただくようお願いします。
Light_on	部屋、明るく。
TV_off	テレビをオフにしてください。
Another	部屋を明るくして。
Air_off	エアコンを停止させてください。
Air_off	エアコンの動作を停止してください。
Light_off	電気を消してくれる？
Another	タイマーをセットして。
Another	メモを追加して。
Another	昨日の天気はどうだった？
Another	あなたが今一番興味を持っていることは何ですか？
Another	音量を上げて。
Light_on	光を出して。
TV_off	テレビの電源を切ってください。
Air_on	エアコンをつけて暑さを和らげて。
Light_off	電気を切ってください。
Light_on	部屋を明るくしてください。
Another	この曲をプレイリストに追加して。
Air_on	エアコンを稼働させてください。
Light_on	電気をつけておいて。
Light_on	電気をつけたいのですが、どうやってつければいいですか。
Air_on	エアコンをオンにするようにしてください。
TV_on	テレビを立ち上げてください。
Light_on	電気を付けましょう。
Light_on	部屋を輝かせて。
Air_off	エアコンの運転を止めてください。
TV_off	テレビをスリープモードにしてください。
Light_on	部屋の明かりつけて。
Air_on	エアコンを起動して。
Light_on	電気を点けるようにしてください。
Another	メモを追加して。
Light_off	部屋の照明を消してください。
Air_on	エアコンをオンにするようにしてください。
TV_off	テレビを停止していただくようお願いします。
Light_on	電気をつけてくれない？
TV_off	映像を停止してください。
Another	スマートフォンの充電量を教えて。
Air_on	エアコンを起動させることはできますか。
Air_off	エアコンの動作を停止してください。
Another	アイスクリームの作り方を教えて。
TV_off	映像を停止して、画面を暗くしてください。
TV_on	ビジュアルを表示してください。
Air_off	エアコンを停めてください。
Air_on	エアコンをつけて暑さを和らげて。
Another	おやすみなさい、また明日ね。
Another	タイマーをセットして。
Light_off	部屋の電源を切ってください。
Air_on	エアコンを冷やすためにつけて。
TV_off	テレビを停止させてください。
Another	おすすめの本を教えてください。
Another	この場所の住所を教えて。
Another	空気清浄機のフィルター交換をリマインドして。
Another	空気清浄機のフィルター交換をリマインドして。
Air_on	エアコンを動かすようにしてください。
Another	メールを送信して。
Light_on	電気をつけてもらえますか。
Air_on	エアコンをオンにすることはできますか。
Light_off	電気を止めて。
Light_on	電気をつけてくれませんか？
Air_off	風を止めてください。
TV_off	テレビを停止してください。
Another	空気清浄機のフィルター交換をリマインドして。
Another	この場所の住所を教えて。
Air_on	エアコンを操作して涼しくする。
Light_on	電気を点けてください。
Light_off	部屋の明かりを消してください。
Light_on	部屋をライトアップして。
TV_off	テレビを停止して、電源を切ってください。
Another	天気を教えて。
Light_on	電気をつけてくれませんか？
TV_on	テレビを操作して、画面を表示してください。
Air_on	エアコンをオンにして。
Light_off	照明をオフにしてください。
TV_off	テレビを停止させてください。
TV_on	ビデオを再生してください。
Air_on	エアコンをオンにすることはできますか。
Another	ニュースを教えて。
Light_on	電気をつけてくれない？
TV_off	画面を真っ暗にして、音を止めてください。
Another	今日のニュースは何かありましたか？
TV_off	画面を消すようにしてください。
Air_on	エアコンを稼働して快適になるようにして。
TV_off	テレビを終了させて、電源をオフにしてください。
TV_on	ディスプレイをオンにしてください。
Air_on	エアコンを稼働させることはできますか。
Light_on	照明をつけてください。
Light_on	電気をオンにしてください。
Air_on	エアコンを起動させるようにしてください。
Light_off	電気を消してくれる？
Air_off	エアコンを止めてください。
Another	ウェブサイトを開いて。
Light_off	部屋の明かりを消してください。
Air_on	エアコンを作動させるようにしてください。
Another	音量を上げて。
TV_off	画面を暗くしてください。
TV_on	テレビをつけてください。
Light_off	部屋の照明を消してください。
Another	この近くで楽しめる場所を教えてください。
Light_off	部屋の電源を切ってください。
TV_off	画面を黒くしてください。
Another	昨日の天気はどうだった？
Air_on	エアコンを起動して。
Light_off	電気を消してくれる？
TV_off	電源を切ってください。
TV_off	映像をストップしてください。
TV_off	映像を止めてください。
TV_off	電源を切ってください。
Another	メールを送信して。
Another	来週の天気はどうですか？
Air_on	エアコンをつけて暑さを和らげて。
TV_on	テレビをつけて。
TV_off	画面を消してください。
Another	テレビ番組を録画して。
TV_on	テレビの電源を入れてください。
Another	カレンダーの予定を確認して。
TV_off	映像を終了してください。
Another	時間があるので、何か面白い話をしてください。
Light_on	電気をつけてください。
Air_on	エアコンを作動してください。
Air_on	エアコンをつけて。
Another	時間があるので、何か面白い話をしてください。
TV_off	テレビの電源を切っていただけますか？
Air_off	エアコンを切ってください。
Another	今日は何をして過ごしますか？
Air_off	エアコンの電源を切ってもらえますか？
Light_off	部屋の電気を切ってください。
TV_on	テレビを点けて。
Light_on	電気をつけていただけますか。
Air_on	エアコンを動かすようにして。
Another	この近くで楽しめる場所を教えてください。
Light_on	この部屋を明るくしてください。
TV_off	映像を消してください。
TV_on	テレビの電源を入れて、映像を表示してください。
Light_on	部屋を輝かせてくれる？
Light_off	照明をオフにしてください。
Light_on	電気をつけてくれない？
TV_on	テレビの電源をつけましょう。
Light_off	部屋の明かりを切ってくれませんか？
TV_off	テレビを切ってください。
Air_off	エアコンの電源を切ってくださいますか。
Light_on	電気を点けましょう。
Air_off	エアコンを停止させてください。
TV_off	電源を切ってください。
Light_off	照明をオフにしてください。
Light_off	電気を切ってください。
Light_off	部屋の明かりを消してください。
Light_off	部屋のライトを消してください。
Air_on	エアコンをつけてください。
Another	最近、どんなことがあった？
Light_on	部屋を照らしてください。
Another	この曲のタイトルは何？
Light_off	明かりを消してもらえますか？
Air_off	エアコンを止めてください。
Air_off	エアコンの電源を落としてください。
Air_off	エアコンを止めてください。
Air_off	エアコンを止めてください。
Air_on	エアコンをつけて暑さを和らげて。
Light_on	部屋を輝かせてくれる？
Another	今日のニュースを教えてください。
Light_on	部屋を輝かせてくれる？
Light_on	電気をつけておいて。
TV_on	テレビを操作して、画面を表示してください。
TV_on	ディスプレイをオンにしてください。
Another	この曲は何という曲ですか？
TV_off	テレビを停止していただくようお願いします。
TV_on	テレビをつけて。
Light_on	お願いしてもいいですか、明るくしていただけますか。
Air_off	エアコンをオフにしてください。
TV_off	テレビをシャットダウンしてください。
Another	明日の天気が心配です。どうなんでしょうか？
Light_off	部屋のランプを消してください。
Another	シャットダウンして。
Light_on	電気をつけたいのですが、どうやってつければいいですか。
TV_off	映像を止めてください。
Air_off	風を止めてください。
Air_on	エアコンを稼働させることはできますか。
Air_on	エアコンを稼働して快適になるようにして。
TV_on	ビジュアルを表示してください。
TV_on	ディスプレイをオンにしてください。
Air_on	エアコンを起動して。
Air_on	エアコンをつけて。
Another	天気を教えて。
TV_off	テレビを停止していただくようお願いします。
Light_off	電気を切ってください。
TV_off	テレビを停止させてください。
Another	来月のカレンダーを開いてください。
TV_off	テレビの電源を落としていただけますか？
Another	最近の映画でおすすめはありますか？
TV_on	視聴可能な映像を流してください。
Light_on	部屋を明るくして。
TV_on	テレビをオンにしてください。
Light_on	電気をつけといて。
Another	オフィスの温度を下げて。
Another	おすすめの本を教えてください。
TV_on	テレビをオンにしてください。
Another	スマートフォンの充電量を教えて。
Light_on	部屋に光を出して。
Light_off	電気をオフにして。
Another	毎日の運動の目標を設定してください。
Another	お誕生日プレゼントに何がいいでしょうか？
TV_off	テレビをオフにしてください。
TV_off	映像を消してください。
Another	ニュースを教えてください。
TV_on	ディスプレイをオンにしてください。
Light_on	電気を点ける手順を教えてください。
TV_off	テレビを停止してください。
Air_on	エアコンを点けることはできますか。
Light_off	部屋の明かりを消してくれますか。
TV_off	映像をストップしてください。
Another	テレビ番組を録画して。
TV_off	テレビをオフにしてください。
Air_on	エアコンを冷やすためにつけて。
Light_off	電気を停止して。
Another	昨日の天気はどうだった？
TV_off	画面をオフにしてください。
Light_on	電気を点けてください。
Light_on	電気をつけてくださいますか？
Air_off	エアコンを停止させてください。
Light_off	電気を消してくれる？
Light_on	照明をつけて。
Another	気温は何度？
TV_off	テレビをオフにしてください。
Another	今から予定がある場所へのルートを教えてください。
TV_off	テレビを終了させて、電源をオフにしてください。
TV_off	テレビの電源をオフにしてください。
Another	人生相談に乗ってほしいです。
Air_off	エアコンのスイッチを切ってください。
Light_off	部屋のライトを消してください。
Another	今から予定がある場所へのルートを教えてください。
TV_on	テレビを起こしてください。
TV_off	テレビの電源をオフにしてください。
Another	カレンダーの予定を確認して。
Another	オフィスの温度を下げて。
TV_off	テレビをシャットダウンしていただくようお願いします。
Light_off	電気を停めて。
Another	おすすめのレストランを教えてください。
Light_off	部屋のライトを消してください。
Another	誕生日はいつ？
Another	この映画はどんなストーリーですか？
Light_off	部屋を暗くしてくれませんか？
Light_on	お願いしてもいいですか、明るくしていただけますか。
Another	シャットダウンして。
TV_off	映像を停止し、画面をオフにしてください。
Light_on	照明をつけてください。
Light_on	電気をつける方法を教えてください。
Air_on	エアコンを動かして。
Light_on	電気をつけるようお願いします。
Another	アイスクリームの作り方を教えて。
Air_on	エアコンをオンにするようにしてください。
TV_on	ビジュアルを表示してください。
Light_off	部屋の照明を消してください。
TV_on	ビデオを再生してください。
TV_off	画面をオフにしてください。
TV_on	テレビをつけて。
Air_on	エアコンを作動してください。
Another	あなたについて教えてください。
TV_off	テレビを停止してください。
TV_off	画面を暗くしてください。
Another	翻訳して。
Another	おすすめのレストランを教えてください。
Another	明日の天気が心配です。どうなんでしょうか？
Light_on	部屋の雰囲気を明るくしてください。
Air_off	暖房を止めてください。
Another	気分転換に何かおすすめのアクティビティはありますか？
TV_off	テレビを停止して、電源を切ってください。
Light_on	お願いしてもいいですか、明るくしていただけますか。
Another	アイスクリームの作り方を教えて。
Air_on	エアコンをつけて。
Light_off	部屋の電気を消してください。
Light_on	部屋を明るくさせて。
Another	携帯電話と接続して。
Light_on	電気をつけましょう。
TV_off	画面を消してください。
Air_on	エアコンをつけることはできますか。
Air_on	エアコンを起動させるようにしてください。
Air_on	エアコンを作動させるようにしてください。
Light_off	明かりを消してもらえますか？
TV_off	テレビを停止して、電源を切ってください。
Another	シャットダウンして。
Light_on	電気をつけてよ。
TV_off	映像を消してください。
TV_on	テレビの電源を入れてください。
Light_on	電気をつけてもらえますか。
Light_off	部屋の明かりを切ってください。
Air_on	エアコンを点けることはできますか。
Light_off	部屋の明かりを消してください。
Light_on	部屋を明るく照らして。
Light_on	部屋を明るく照らして。
TV_off	テレビの電源を落としてください。
Another	気分転換に何かおすすめのアクティビティはありますか？
Light_off	明かりを消してもらえますか？
Air_off	エアコンの電源を切ってもらえますか？
Another	新しい趣味を始めたいです。何かおすすめはありますか？
TV_off	映像をストップしてください。
Another	明日の天気予報をお知らせください。
Another	音量を上げて。
TV_on	テレビを起動させてください。
Air_off	エアコンをストップしてください。
Air_off	エアコンを停めてください。
Another	あなたが今一番興味を持っていることは何ですか？
TV_on	視聴可能な映像を流してください。
TV_on	テレビをつけて。
Light_off	部屋の明かりを切ってくれませんか？
Air_on	エアコンをオンにしてください。
Air_on	エアコンを稼働させることはできますか。
Another	メモを追加して。
Air_off	エアコンの電源を切ってください。
TV_off	映像を停止して、画面を暗くしてください。
Another	今日の予定は何ですか？
Light_off	部屋の電気を消してください。
Light_on	部屋の明かりつけて。
Light_on	お願いしてもいいですか、明るくしていただけますか。
TV_off	テレビを停止させてください。
TV_off	映像を消してください。
Another	趣味は何ですか？
Air_on	エアコンを起動させることはできますか。
Another	天気を教えて。
Air_on	エアコンを動かすようにしてください。
Air_off	エアコンを消してください。
TV_off	テレビの電源を落としてください。
Light_off	部屋のランプを消してください。
Air_on	エアコンをつけて暑さを和らげて。
TV_off	テレビの電源を切ってください。
Light_on	電気を点けるときはどうしたらいいですか。
Light_off	部屋の電源を切ってください。
Light_on	部屋を明るく照らして。
Air_off	冷房を止めてください。
TV_on	テレビを起動させてください。
Air_on	エアコンを点けて快適にする。
Light_on	部屋を輝かせてくれる？
TV_on	テレビを立ち上げてください。
TV_off	画面を真っ暗にして、音を止めてください。
TV_on	テレビを点けて。
Light_off	部屋の明かりを消してください。
Air_off	エアコンの電源を切ってもらえますか？
Air_on	エアコンを起動してください。
Air_on	エアコンを動かすようにして。
Air_off	エアコンのスイッチを切ってください。
Air_off	エアコンの電源を切ってください。
Light_on	電気をつけていただけますか。
Light_on	電気をつけてください。
TV_on	テレビを点けてください。
Air_off	エアコンの電源を落としてください。
TV_off	映像をフェードアウトしてください。
TV_off	テレビの電源を落としていただくようお願いします。
Another	今日の運勢を占ってください。
Another	スポーツについて話しましょうか？
Air_on	エアコンを点けるようにしてください。
Light_on	照明をつけて。
TV_off	映像を停止してください。
Light_on	部屋の照明を点けてください。
Light_on	電気をつけてくれない？
Another	今から予定がある場所へのルートを教えてください。
Another	テレビ番組を録画して。
Air_on	エアコンを動かすようにしてください。
Light_on	部屋の明かりつけて。
Light_off	電気を消して。
TV_off	映像を止めてください。
Light_off	部屋の明かりを消してくれますか。
Air_on	エアコンを動かすようにしてください。
Light_on	部屋の雰囲気を明るくしてください。
Light_off	部屋の電気を落としてください。
Light_on	電気を点けるようにしてください。
TV_off	画面を消すようにしてください。
Another	ニュースを教えて。
Light_on	部屋の照明を点けてください。
TV_off	テレビを停止してください。
TV_on	映像を表示してください。
TV_off	映像を消してください。
Another	旅行に行く際の持ち物リストを教えてください。
TV_on	テレビをつけてください。
TV_off	テレビを切ってください。
TV_off	テレビを停止させてください。
Light_off	部屋を暗くしてくれませんか？
Light_off	部屋の電気を落としてください。
Light_on	部屋を明るくさせて。
Air_on	エアコンを操作して涼しくする。
Air_off	エアコンの電源を切ってもらえますか？
Light_off	部屋の照明を消してください。
Light_on	電気をつけたいのですが、どうやってつければいいですか。
Another	今日のランチは何がおすすめ？
Another	おすすめのレストランを教えてください。
Another	明日の予定は何？
TV_off	テレビをオフにしてください。
Light_on	電気をつけといて。
Another	明日の天気が心配です。どうなんでしょうか？
TV_off	テレビを停止していただけますか？
TV_on	ビジュアルを表示してください。
TV_on	テレビをつけて。
Light_on	電気をつけていただけますか。
TV_off	画面をオフにして、スタンバイ状態にしてください。
TV_off	テレビの電源を落としていただけますか？
Light_on	電気をつけといて。
Air_off	エアコンをストップしてください。
TV_on	画像を映し出してください。
Another	タイマーをセットして。
Another	最近、どんなことがあった？
Light_on	電気をつけていただけますか。
Light_on	部屋を輝かせて。
Air_on	エアコンを作動してください。
Another	来月のカレンダーを開いてください。
Light_off	電気を切ってください。
TV_on	映像を表示してください。
Air_on	エアコンをオンにすることはできますか。
Another	今日の運勢を占ってください。
Another	この曲をプレイリストに追加して。
Light_on	電気をつけてください。
Air_on	エアコンを稼働させるようにしてください。
Light_off	明かりを消してもらえますか？
TV_off	映像を停止して、画面を暗くしてください。
Air_on	エアコンを点けてください。
Light_off	部屋の明かりを切ってください。
Another	明日の予定は何？
TV_off	テレビを停止させてください。
Light_on	部屋を輝かせてくれる？
Air_on	エアコンを起動してください。
TV_off	画面を黒くしてください。
Light_off	部屋の明かりを消してくれますか。
TV_on	テレビをつけてください。
Another	あなたが今一番興味を持っていることは何ですか？
Light_off	部屋の明かりを切ってくれませんか？
TV_on	テレビを点けて。
Air_on	エアコンを動かすようにしてください。
Another	家に帰る時間を計算して。
Another	ニュースを教えて。
TV_off	テレビを消してください。
Light_on	部屋を明るくしてくれますか。
TV_on	テレビをつけて。
TV_off	画面を消してください。
TV_off	映像をフリーズしてください。
Light_off	電気を停止して。
Air_on	エアコンをオンにするようにしてください。
Light_on	部屋を輝かせて。
Light_on	電気をつけてもらえますか？
Air_on	エアコンを稼働させるようにしてください。
Light_on	電気をつけてください。
Another	今日のニュースを教えてください。
Another	明日の予定は何？
Light_off	電気を止めて。
TV_off	テレビを終了させて、電源をオフにしてください。
Another	携帯電話と接続して。
Light_on	電気を点けましょう。
Another	明日の予定は何？
TV_off	画面を黒くしてください。
Air_on	エアコンを起動させることはできますか。
Light_on	部屋に光を出して。
Another	アイスクリームの作り方を教えて。
Light_on	この部屋を明るくしてください。
Another	明日の予定は何？
Light_on	電気をつけてもらえますか？
Another	簡単な英会話のフレーズを教えてください。
TV_off	画面を黒くしてください。
Air_on	エアコンを動かすようにして。
Another	明日の予定は何？
Light_on	部屋を明るくしてくれますか。
Another	おやすみなさい、また明日ね。
Air_off	エアコンの電源を切ってくださいますか。
TV_on	テレビの電源をONにして、チャンネルを変えてください。
TV_off	映像をオフにしてください。
Another	スポーツについて話しましょうか？
Air_on	エアコンを稼働させてください。
Light_on	部屋の雰囲気を明るくしてください。
Light_on	電気をつけてくださいますか？
TV_off	画面をクリアしてください。
Light_off	電気を停止して。
Air_on	エアコンを起動してください。
Air_on	エアコンをオンにして。
TV_off	画面を消すようにしてください。
Light_off	部屋のランプを消してください。
TV_off	テレビを停止していただくようお願いします。
Air_on	エアコンを動かすようにしてください。
Air_on	エアコンをつけてクールダウンする。
Another	今日の運勢を占ってください。
Another	スポット情報を教えて。
TV_off	映像を終了してください。
TV_on	テレビの電源を入れて。
Light_off	部屋の電気を落としてください。
Another	この近くで楽しめる場所を教えてください。
TV_on	テレビの電源を入れて、映像を表示してください。
TV_off	映像を消してください。
Another	誕生日はいつ？
Another	明日の予定は何？
Another	最近見た面白い動画を教えてください。
TV_off	画面を消すようにしてください。
Another	ショッピングリストに卵を追加して。
Air_on	エアコンを点けることはできますか。
Air_off	エアコンの動作を停止してください。
Another	スマートフォンの充電量を教えて。
TV_on	映像を表示してください。
Light_on	もう少し明るくして。
Another	簡単な英会話のフレーズを教えてください。
Another	旅行に行く際の持ち物リストを教えてください。
Another	スポット情報を教えて。
Another	今日のニュースを教えてください。
TV_off	テレビの表示を消してください。
Another	メールを送信して。
Light_off	部屋を暗くしてくれますか？
Another	趣味は何ですか？
TV_off	映像をフェードアウトしてください。
Light_on	電気を点けてください。
Another	家の近くにあるおすすめのレストランを教えてください。
Another	好きな曲を再生してください。
TV_off	テレビの電源を切るようにお願いします。
TV_on	テレビの電源をつけましょう。
Another	人生相談に乗ってほしいです。
Light_off	部屋の明かりを切ってください。
TV_off	テレビの電源を切っていただけますか？
TV_on	テレビを起動してください。
TV_off	テレビを停止させてください。
TV_on	テレビをつけて。
TV_on	テレビを起動して、映像を表示してください。
Another	本日の予定を確認してください。
Light_off	部屋の電源を切ってください。
Another	部屋を明るくして。
Another	この場所の住所を教えて。
Light_on	部屋を輝かせて。
Another	今日のランチは何がおすすめ？
Air_off	エアコンを停止させてください。
Air_on	エアコンを稼働させて。
Air_off	エアコンを停めてください。
Light_on	部屋を照らしてください。
Another	人生相談に乗ってほしいです。
Another	今日の予定は何ですか？
TV_off	映像を止めてください。
Air_on	エアコンを動かすようにして。
Another	最近、どんなことがあった？
Another	今から予定がある場所へのルートを教えてください。
Light_off	部屋を暗くしていただけますか？
Another	あなたについて教えてください。
TV_off	画面を消すようにしてください。
Air_on	エアコンを作動させることはできますか。
TV_on	ビデオを再生してください。
Light_on	光を出して。
Air_off	エアコンの電源を切ってください。
Another	本日の予定を確認してください。
TV_off	テレビの電源をオフにしてください。
Light_off	部屋の明かりを消してくれますか。
Light_on	電気をつけるようお願いします。
Light_on	部屋に光を出して。
TV_off	テレビをスリープモードにしてください。
Another	時間があるので、何か面白い話をしてください。
Another	メールを送信して。
TV_off	画面を消してください。
TV_off	テレビの電源をオフにしてください。
Light_on	電気をつけてくれませんか？
Light_on	電気を点けるようにしてください。
Another	電車の運行情報をお知らせください。
Light_off	電気を消してくれる？
Air_on	エアコンを動かすようにしてください。
TV_off	映像を停止して、画面を暗くしてください。
Air_on	エアコンをつけてください。
TV_off	テレビを停止していただけますか？
Air_on	エアコンをオンにすることはできますか。
Another	今日のニュースを教えてください。
Light_on	部屋、明るくして。
Another	家に帰る時間を計算して。
Light_on	電気をつけてください。
Another	気分転換に何かおすすめのアクティビティはありますか？
TV_on	テレビの電源をつけましょう。
Light_on	部屋の明かりつけて。
Another	ニュースを教えてください。
TV_on	ビデオを再生してください。
Air_on	エアコンを起動してください。
Air_on	エアコンを作動させるようにしてください。
Light_on	部屋を明るくさせて。
Air_on	エアコンをオンにしてください。
TV_off	画面の明るさを下げてください。
Another	ありがとう、またね。
Light_on	電気をつけてください。
TV_on	テレビ映像を映してください。
Light_off	電気を停めて。
Another	こんにちは、元気ですか？
Light_on	電気をつけていただけますか。
TV_on	テレビを起動させてください。
Another	電車の運行情報をお知らせください。
Light_on	電気を点けてください。
Another	毎日の運動の目標を設定してください。
TV_off	テレビを停止してください。
Light_off	電気を消して。
Light_on	光を出して。
Another	メールを送信して。
TV_off	テレビの電源を切るようにお願いします。
Light_on	部屋をライトアップして。
Air_on	エアコンを起動させることはできますか。
Air_on	エアコンを点けて快適にする。
Another	最近見た面白い動画を教えてください。
TV_on	テレビを起動させてください。
Air_on	エアコンを動かすようにしてください。
Another	昨日の天気はどうだった？
TV_off	映像を停止してください。
Light_off	電気を切ってください。
Air_on	エアコンをオンにして。
Another	今日の運勢を占ってください。
TV_on	画面を点けてください。
Light_off	部屋の明かりを消してください。
TV_on	視聴可能な映像を流してください。
Another	今日のニュースは何かありましたか？
TV_on	テレビを点けてください。
Another	タイマーをセットして。
Light_off	部屋を暗くしてくれますか？
Another	アイスクリームの作り方を教えて。
TV_off	テレビを消すようにお願いします。
Light_on	電気をオンにしてください。
TV_off	画面をオフにしてください。
Light_on	部屋の雰囲気を明るくしてください。
TV_off	テレビを切ってください。
Another	おやすみモードにして。
TV_off	テレビを停止させてください。
TV_on	ビデオを再生してください。
Air_off	エアコンの電源を切ってください。
Air_on	エアコンをオンにしてください。
Air_off	エアコンの動作を停止してください。
Another	今日の予定は何ですか？
Air_off	エアコンを停止させてください。
Another	簡単な英会話のフレーズを教えてください。
